Date,restaurant,delivery,isPartial,Time
2020-03-13,0,0,False,07:00:00
2020-03-13,0,0,False,08:00:00
2020-03-13,0,0,False,09:00:00
2020-03-13,0,0,False,10:00:00
2020-03-13,0,0,False,11:00:00
2020-03-13,0,0,False,12:00:00
2020-03-13,0,0,False,13:00:00
2020-03-13,0,0,False,14:00:00
2020-03-13,0,0,False,15:00:00
2020-03-13,0,0,False,16:00:00
2020-03-13,0,0,False,17:00:00
2020-03-13,0,0,False,18:00:00
2020-03-13,0,0,False,19:00:00
2020-03-13,0,0,False,20:00:00
2020-03-13,0,0,False,21:00:00
2020-03-13,0,0,False,22:00:00
2020-03-13,0,0,False,23:00:00
2020-03-14,0,0,False,00:00:00
2020-03-14,0,0,False,01:00:00
2020-03-14,0,0,False,02:00:00
2020-03-14,0,0,False,03:00:00
2020-03-14,0,0,False,04:00:00
2020-03-14,0,0,False,05:00:00
2020-03-14,0,0,False,06:00:00
2020-03-14,0,0,False,07:00:00
2020-03-14,0,0,False,08:00:00
2020-03-14,0,0,False,09:00:00
2020-03-14,0,0,False,10:00:00
2020-03-14,0,0,False,11:00:00
2020-03-14,0,0,False,12:00:00
2020-03-14,0,0,False,13:00:00
2020-03-14,0,0,False,14:00:00
2020-03-14,0,0,False,15:00:00
2020-03-14,0,0,False,16:00:00
2020-03-14,0,0,False,17:00:00
2020-03-14,0,0,False,18:00:00
2020-03-14,0,0,False,19:00:00
2020-03-14,0,0,False,20:00:00
2020-03-14,0,0,False,21:00:00
2020-03-14,0,0,False,22:00:00
2020-03-14,0,0,False,23:00:00
2020-03-15,0,0,False,00:00:00
2020-03-15,0,0,False,01:00:00
2020-03-15,0,0,False,02:00:00
2020-03-15,0,0,False,03:00:00
2020-03-15,0,0,False,04:00:00
2020-03-15,0,0,False,05:00:00
2020-03-15,0,0,False,06:00:00
2020-03-15,0,0,False,07:00:00
2020-03-15,0,0,False,08:00:00
2020-03-15,0,0,False,09:00:00
2020-03-15,0,0,False,10:00:00
2020-03-15,0,0,False,11:00:00
2020-03-15,0,0,False,12:00:00
2020-03-15,0,0,False,13:00:00
2020-03-15,0,0,False,14:00:00
2020-03-15,0,0,False,15:00:00
2020-03-15,0,0,False,16:00:00
2020-03-15,0,0,False,17:00:00
2020-03-15,0,0,False,18:00:00
2020-03-15,0,0,False,19:00:00
2020-03-15,0,0,False,20:00:00
2020-03-15,0,0,False,21:00:00
2020-03-15,0,0,False,22:00:00
2020-03-15,0,0,False,23:00:00
2020-03-16,0,0,False,00:00:00
2020-03-16,0,0,False,01:00:00
2020-03-16,0,0,False,02:00:00
2020-03-16,0,0,False,03:00:00
2020-03-16,0,0,False,04:00:00
2020-03-16,0,0,False,05:00:00
2020-03-16,0,0,False,06:00:00
2020-03-16,0,0,False,07:00:00
2020-03-16,0,0,False,08:00:00
2020-03-16,0,0,False,09:00:00
2020-03-16,0,0,False,10:00:00
2020-03-16,0,0,False,11:00:00
2020-03-16,0,0,False,12:00:00
2020-03-16,0,0,False,13:00:00
2020-03-16,0,0,False,14:00:00
2020-03-16,0,0,False,15:00:00
2020-03-16,0,0,False,16:00:00
2020-03-16,0,0,False,17:00:00
2020-03-16,0,0,False,18:00:00
2020-03-16,0,0,False,19:00:00
2020-03-16,0,0,False,20:00:00
2020-03-16,0,0,False,21:00:00
2020-03-16,0,0,False,22:00:00
2020-03-16,0,0,False,23:00:00
2020-03-17,0,0,False,00:00:00
2020-03-17,0,0,False,01:00:00
2020-03-17,0,0,False,02:00:00
2020-03-17,0,0,False,03:00:00
2020-03-17,0,0,False,04:00:00
2020-03-17,0,0,False,05:00:00
2020-03-17,0,0,False,06:00:00
2020-03-17,0,0,False,07:00:00
2020-03-17,0,0,False,08:00:00
2020-03-17,0,0,False,09:00:00
2020-03-17,0,0,False,10:00:00
2020-03-17,0,0,False,11:00:00
2020-03-17,0,0,False,12:00:00
2020-03-17,0,0,False,13:00:00
2020-03-17,0,0,False,14:00:00
2020-03-17,0,0,False,15:00:00
2020-03-17,70,73,False,16:00:00
2020-03-17,70,74,False,17:00:00
2020-03-17,70,79,False,18:00:00
2020-03-17,70,82,False,19:00:00
2020-03-17,73,86,False,20:00:00
2020-03-17,88,93,False,21:00:00
2020-03-17,83,100,False,22:00:00
2020-03-17,77,96,False,23:00:00
2020-03-18,69,90,False,00:00:00
2020-03-18,0,0,False,00:00:00
2020-03-18,0,0,False,01:00:00
2020-03-18,0,0,False,02:00:00
2020-03-18,0,0,False,03:00:00
2020-03-18,0,0,False,04:00:00
2020-03-18,0,0,False,05:00:00
2020-03-18,0,0,False,06:00:00
2020-03-18,0,0,False,07:00:00
2020-03-18,0,0,False,08:00:00
2020-03-18,0,0,False,09:00:00
2020-03-18,0,0,False,10:00:00
2020-03-18,0,0,False,11:00:00
2020-03-18,0,0,False,12:00:00
2020-03-18,0,0,False,13:00:00
2020-03-18,0,0,False,14:00:00
2020-03-18,0,0,False,15:00:00
2020-03-18,0,0,False,16:00:00
2020-03-18,0,0,False,17:00:00
2020-03-18,0,0,False,18:00:00
2020-03-18,0,0,False,19:00:00
2020-03-18,0,0,False,20:00:00
2020-03-18,0,0,False,21:00:00
2020-03-18,0,0,False,22:00:00
2020-03-18,0,0,False,23:00:00
2020-03-19,0,0,False,00:00:00
2020-03-19,0,0,False,01:00:00
2020-03-19,0,0,False,02:00:00
2020-03-19,0,0,False,03:00:00
2020-03-19,0,0,False,04:00:00
2020-03-19,0,0,False,05:00:00
2020-03-19,0,0,False,06:00:00
2020-03-19,0,0,False,07:00:00
2020-03-19,0,0,False,08:00:00
2020-03-19,0,0,False,09:00:00
2020-03-19,0,0,False,10:00:00
2020-03-19,0,0,False,11:00:00
2020-03-19,0,0,False,12:00:00
2020-03-19,0,0,False,13:00:00
2020-03-19,0,0,False,14:00:00
2020-03-19,0,0,False,15:00:00
2020-03-19,0,0,False,16:00:00
2020-03-19,0,0,False,17:00:00
2020-03-19,0,0,False,18:00:00
2020-03-19,0,0,False,19:00:00
2020-03-19,0,0,False,20:00:00
2020-03-19,0,100,False,21:00:00
2020-03-19,0,0,False,22:00:00
2020-03-19,0,0,False,23:00:00
2020-03-20,0,0,False,00:00:00
