Date,Coronavirus,covid-19,isPartial,Time
2020-01-18,1,0,False,10:00:00
2020-01-18,1,0,False,11:00:00
2020-01-18,2,0,False,12:00:00
2020-01-18,2,0,False,13:00:00
2020-01-18,2,0,False,14:00:00
2020-01-18,2,0,False,15:00:00
2020-01-18,3,0,False,16:00:00
2020-01-18,2,0,False,17:00:00
2020-01-18,2,0,False,18:00:00
2020-01-18,2,0,False,19:00:00
2020-01-18,2,0,False,20:00:00
2020-01-18,2,0,False,21:00:00
2020-01-18,2,0,False,22:00:00
2020-01-18,3,0,False,23:00:00
2020-01-19,3,0,False,00:00:00
2020-01-19,2,0,False,01:00:00
2020-01-19,2,0,False,02:00:00
2020-01-19,2,0,False,03:00:00
2020-01-19,2,0,False,04:00:00
2020-01-19,2,0,False,05:00:00
2020-01-19,2,0,False,06:00:00
2020-01-19,2,0,False,07:00:00
2020-01-19,2,0,False,08:00:00
2020-01-19,1,0,False,09:00:00
2020-01-19,1,0,False,10:00:00
2020-01-19,1,0,False,11:00:00
2020-01-19,2,0,False,12:00:00
2020-01-19,2,0,False,13:00:00
2020-01-19,2,0,False,14:00:00
2020-01-19,2,0,False,15:00:00
2020-01-19,2,0,False,16:00:00
2020-01-19,2,0,False,17:00:00
2020-01-19,2,0,False,18:00:00
2020-01-19,2,0,False,19:00:00
2020-01-19,2,0,False,20:00:00
2020-01-19,2,0,False,21:00:00
2020-01-19,1,0,False,22:00:00
2020-01-19,4,0,False,23:00:00
2020-01-20,3,0,False,00:00:00
2020-01-20,3,0,False,01:00:00
2020-01-20,3,0,False,02:00:00
2020-01-20,4,0,False,03:00:00
2020-01-20,5,0,False,04:00:00
2020-01-20,5,0,False,05:00:00
2020-01-20,5,0,False,06:00:00
2020-01-20,5,0,False,07:00:00
2020-01-20,4,0,False,08:00:00
2020-01-20,4,0,False,09:00:00
2020-01-20,4,0,False,10:00:00
2020-01-20,5,0,False,11:00:00
2020-01-20,5,0,False,12:00:00
2020-01-20,5,0,False,13:00:00
2020-01-20,5,0,False,14:00:00
2020-01-20,6,0,False,15:00:00
2020-01-20,9,0,False,16:00:00
2020-01-20,10,0,False,17:00:00
2020-01-20,12,0,False,18:00:00
2020-01-20,14,0,False,19:00:00
2020-01-20,12,0,False,20:00:00
2020-01-20,14,0,False,21:00:00
2020-01-20,16,0,False,22:00:00
2020-01-20,23,0,False,23:00:00
2020-01-21,17,0,False,00:00:00
2020-01-21,16,0,False,01:00:00
2020-01-21,18,0,False,02:00:00
2020-01-21,23,0,False,03:00:00
2020-01-21,21,0,False,04:00:00
2020-01-21,21,0,False,05:00:00
2020-01-21,21,0,False,06:00:00
2020-01-21,19,0,False,07:00:00
2020-01-21,16,0,False,08:00:00
2020-01-21,14,0,False,09:00:00
2020-01-21,15,0,False,10:00:00
2020-01-21,16,0,False,11:00:00
2020-01-21,18,0,False,12:00:00
2020-01-21,19,0,False,13:00:00
2020-01-21,19,0,False,14:00:00
